UTC_Year, UTC_Month, UTC_Day, UTC_Hour, Year, Month, Day, Hour, Load(MW)
'2019', '1', '17', '12', '2019', '1', '17', '5', '0.0'
'2019', '1', '17', '13', '2019', '1', '17', '6', '0.0'
'2019', '1', '17', '14', '2019', '1', '17', '7', '0.0'
'2019', '1', '17', '15', '2019', '1', '17', '8', '0.0'
'2019', '1', '17', '16', '2019', '1', '17', '9', '0.095578836'
'2019', '1', '17', '17', '2019', '1', '17', '10', '0.229563141'
'2019', '1', '17', '18', '2019', '1', '17', '11', '0.092108375'
'2019', '1', '17', '19', '2019', '1', '17', '12', '0.186190125'
'2019', '1', '17', '20', '2019', '1', '17', '13', '0.221645656'
'2019', '1', '17', '21', '2019', '1', '17', '14', '0.139359547'
'2019', '1', '17', '22', '2019', '1', '17', '15', '0.10002904700000001'
'2019', '1', '17', '23', '2019', '1', '17', '16', '0.050228672'
'2019', '1', '18', '0', '2019', '1', '17', '17', '0.0'
'2019', '1', '18', '1', '2019', '1', '17', '18', '0.0'
'2019', '1', '18', '2', '2019', '1', '17', '19', '0.0'
'2019', '1', '18', '3', '2019', '1', '17', '20', '0.0'
'2019', '1', '18', '4', '2019', '1', '17', '21', '0.0'
'2019', '1', '18', '5', '2019', '1', '17', '22', '0.0'
'2019', '1', '18', '6', '2019', '1', '17', '23', '0.0'
'2019', '1', '18', '7', '2019', '1', '18', '0', '0.0'
'2019', '1', '18', '8', '2019', '1', '18', '1', '0.0'
'2019', '1', '18', '9', '2019', '1', '18', '2', '0.0'
'2019', '1', '18', '10', '2019', '1', '18', '3', '0.0'
'2019', '1', '18', '11', '2019', '1', '18', '4', '0.0'
'2019', '1', '18', '12', '2019', '1', '18', '5', '0.0'
'2019', '1', '18', '13', '2019', '1', '18', '6', '0.0'
'2019', '1', '18', '14', '2019', '1', '18', '7', '0.0'
'2019', '1', '18', '15', '2019', '1', '18', '8', '0.0'
'2019', '1', '18', '16', '2019', '1', '18', '9', '0.16484584400000002'
'2019', '1', '18', '17', '2019', '1', '18', '10', '0.037203199'
