UTC_Year, UTC_Month, UTC_Day, UTC_Hour, Year, Month, Day, Hour, Capacity(kW)
'2019', '1', '2', '11', '2019', '1', '2', '6', '0.0'
'2019', '1', '2', '12', '2019', '1', '2', '7', '0.0'
'2019', '1', '2', '13', '2019', '1', '2', '8', '13113.24047'
'2019', '1', '2', '14', '2019', '1', '2', '9', '56261.675285000005'
'2019', '1', '2', '15', '2019', '1', '2', '10', '96002.87975100001'
'2019', '1', '2', '16', '2019', '1', '2', '11', '82643.77062499998'
'2019', '1', '2', '17', '2019', '1', '2', '12', '102542.55650000002'
'2019', '1', '2', '18', '2019', '1', '2', '13', '140014.35237500005'
'2019', '1', '2', '19', '2019', '1', '2', '14', '190187.309656'
'2019', '1', '2', '20', '2019', '1', '2', '15', '115462.08881300001'
'2019', '1', '2', '21', '2019', '1', '2', '16', '28289.366617'
'2019', '1', '2', '22', '2019', '1', '2', '17', '7079.545'
'2019', '1', '2', '23', '2019', '1', '2', '18', '0.0'
'2019', '1', '3', '0', '2019', '1', '2', '19', '0.0'
'2019', '1', '3', '1', '2019', '1', '2', '20', '0.0'
'2019', '1', '3', '2', '2019', '1', '2', '21', '0.0'
'2019', '1', '3', '3', '2019', '1', '2', '22', '0.0'
'2019', '1', '3', '4', '2019', '1', '2', '23', '0.0'
'2019', '1', '3', '5', '2019', '1', '3', '0', '0.0'
'2019', '1', '3', '6', '2019', '1', '3', '1', '0.0'
'2019', '1', '3', '7', '2019', '1', '3', '2', '0.0'
'2019', '1', '3', '8', '2019', '1', '3', '3', '0.0'
'2019', '1', '3', '9', '2019', '1', '3', '4', '0.0'
'2019', '1', '3', '10', '2019', '1', '3', '5', '0.0'
'2019', '1', '3', '11', '2019', '1', '3', '6', '0.0'
'2019', '1', '3', '12', '2019', '1', '3', '7', '0.0'
'2019', '1', '3', '13', '2019', '1', '3', '8', '27940.174845'
'2019', '1', '3', '14', '2019', '1', '3', '9', '112517.07700099998'
'2019', '1', '3', '15', '2019', '1', '3', '10', '157293.875375'
'2019', '1', '3', '16', '2019', '1', '3', '11', '131816.839566'
'2019', '1', '3', '17', '2019', '1', '3', '12', '140105.162625'
'2019', '1', '3', '18', '2019', '1', '3', '13', '160667.163563'
