UTC_Year, UTC_Month, UTC_Day, UTC_Hour, Year, Month, Day, Hour, Capacity(kW)
'2019', '2', '2', '16', '2019', '2', '2', '11', '201249.80204500002'
'2019', '2', '2', '17', '2019', '2', '2', '12', '203381.57700000005'
'2019', '2', '2', '18', '2019', '2', '2', '13', '175151.19887499997'
'2019', '2', '2', '19', '2019', '2', '2', '14', '149120.00074999998'
'2019', '2', '2', '20', '2019', '2', '2', '15', '120069.87324999996'
'2019', '2', '2', '21', '2019', '2', '2', '16', '63695.00172100001'
'2019', '2', '2', '22', '2019', '2', '2', '17', '19560.722125'
'2019', '2', '2', '23', '2019', '2', '2', '18', '7276.4925'
'2019', '2', '3', '0', '2019', '2', '2', '19', '0.0'
'2019', '2', '3', '1', '2019', '2', '2', '20', '0.0'
'2019', '2', '3', '2', '2019', '2', '2', '21', '0.0'
'2019', '2', '3', '3', '2019', '2', '2', '22', '0.0'
'2019', '2', '3', '4', '2019', '2', '2', '23', '0.0'
'2019', '2', '3', '5', '2019', '2', '3', '0', '0.0'
'2019', '2', '3', '6', '2019', '2', '3', '1', '0.0'
'2019', '2', '3', '7', '2019', '2', '3', '2', '0.0'
'2019', '2', '3', '8', '2019', '2', '3', '3', '0.0'
'2019', '2', '3', '9', '2019', '2', '3', '4', '0.0'
'2019', '2', '3', '10', '2019', '2', '3', '5', '0.0'
'2019', '2', '3', '11', '2019', '2', '3', '6', '0.0'
'2019', '2', '3', '12', '2019', '2', '3', '7', '1344.85234'
'2019', '2', '3', '13', '2019', '2', '3', '8', '73057.73922100001'
'2019', '2', '3', '14', '2019', '2', '3', '9', '212246.579719'
'2019', '2', '3', '15', '2019', '2', '3', '10', '256014.74514100005'
'2019', '2', '3', '16', '2019', '2', '3', '11', '190828.896876'
'2019', '2', '3', '17', '2019', '2', '3', '12', '188312.89725199997'
'2019', '2', '3', '18', '2019', '2', '3', '13', '151335.06899999996'
'2019', '2', '3', '19', '2019', '2', '3', '14', '157172.37248399996'
'2019', '2', '3', '20', '2019', '2', '3', '15', '117516.40153300004'
'2019', '2', '3', '21', '2019', '2', '3', '16', '54986.12942300002'
'2019', '2', '3', '22', '2019', '2', '3', '17', '3466.6181239999996'
'2019', '2', '3', '23', '2019', '2', '3', '18', '922.608624'
'2019', '2', '4', '0', '2019', '2', '3', '19', '0.0'
'2019', '2', '4', '1', '2019', '2', '3', '20', '0.0'
'2019', '2', '4', '2', '2019', '2', '3', '21', '0.0'
'2019', '2', '4', '3', '2019', '2', '3', '22', '0.0'
'2019', '2', '4', '4', '2019', '2', '3', '23', '0.0'
'2019', '2', '4', '5', '2019', '2', '4', '0', '0.0'
'2019', '2', '4', '6', '2019', '2', '4', '1', '0.0'
'2019', '2', '4', '7', '2019', '2', '4', '2', '0.0'
'2019', '2', '4', '8', '2019', '2', '4', '3', '0.0'
'2019', '2', '4', '9', '2019', '2', '4', '4', '0.0'
'2019', '2', '4', '10', '2019', '2', '4', '5', '0.0'
'2019', '2', '4', '11', '2019', '2', '4', '6', '0.0'
'2019', '2', '4', '12', '2019', '2', '4', '7', '2726.17175'
'2019', '2', '4', '13', '2019', '2', '4', '8', '89270.69487500002'
'2019', '2', '4', '14', '2019', '2', '4', '9', '236246.787313'
'2019', '2', '4', '15', '2019', '2', '4', '10', '223551.76962500002'
'2019', '2', '4', '16', '2019', '2', '4', '11', '194287.9456239999'
'2019', '2', '4', '17', '2019', '2', '4', '12', '167919.69975099992'
'2019', '2', '4', '18', '2019', '2', '4', '13', '157391.674624'
'2019', '2', '4', '19', '2019', '2', '4', '14', '168274.345125'
'2019', '2', '4', '20', '2019', '2', '4', '15', '124472.11406300003'
'2019', '2', '4', '21', '2019', '2', '4', '16', '51604.67417599999'
'2019', '2', '4', '22', '2019', '2', '4', '17', '409.678376'
'2019', '2', '4', '23', '2019', '2', '4', '18', '7243.755'
'2019', '2', '5', '0', '2019', '2', '4', '19', '0.0'
'2019', '2', '5', '1', '2019', '2', '4', '20', '0.0'
'2019', '2', '5', '2', '2019', '2', '4', '21', '0.0'
'2019', '2', '5', '3', '2019', '2', '4', '22', '0.0'
'2019', '2', '5', '4', '2019', '2', '4', '23', '0.0'
'2019', '2', '5', '5', '2019', '2', '5', '0', '0.0'
'2019', '2', '5', '6', '2019', '2', '5', '1', '0.0'
'2019', '2', '5', '7', '2019', '2', '5', '2', '0.0'
'2019', '2', '5', '8', '2019', '2', '5', '3', '0.0'
'2019', '2', '5', '9', '2019', '2', '5', '4', '0.0'
'2019', '2', '5', '10', '2019', '2', '5', '5', '0.0'
'2019', '2', '5', '11', '2019', '2', '5', '6', '0.0'
'2019', '2', '5', '12', '2019', '2', '5', '7', '578.8103910000001'
'2019', '2', '5', '13', '2019', '2', '5', '8', '40516.165939000006'
'2019', '2', '5', '14', '2019', '2', '5', '9', '158480.32673400003'
'2019', '2', '5', '15', '2019', '2', '5', '10', '169417.427874'
'2019', '2', '5', '16', '2019', '2', '5', '11', '184034.495'
'2019', '2', '5', '17', '2019', '2', '5', '12', '187737.78137499993'
'2019', '2', '5', '18', '2019', '2', '5', '13', '147338.884313'
'2019', '2', '5', '19', '2019', '2', '5', '14', '164267.75965600007'
'2019', '2', '5', '20', '2019', '2', '5', '15', '113269.65162599998'
'2019', '2', '5', '21', '2019', '2', '5', '16', '51607.986373999986'
'2019', '2', '5', '22', '2019', '2', '5', '17', '3057.9910629999995'
'2019', '2', '5', '23', '2019', '2', '5', '18', '156.049892'
'2019', '2', '6', '0', '2019', '2', '5', '19', '0.0'
'2019', '2', '6', '1', '2019', '2', '5', '20', '0.0'
'2019', '2', '6', '2', '2019', '2', '5', '21', '0.0'
'2019', '2', '6', '3', '2019', '2', '5', '22', '0.0'
'2019', '2', '6', '4', '2019', '2', '5', '23', '0.0'
'2019', '2', '6', '5', '2019', '2', '6', '0', '0.0'
'2019', '2', '6', '6', '2019', '2', '6', '1', '0.0'
'2019', '2', '6', '7', '2019', '2', '6', '2', '0.0'
'2019', '2', '6', '8', '2019', '2', '6', '3', '0.0'
'2019', '2', '6', '9', '2019', '2', '6', '4', '0.0'
'2019', '2', '6', '10', '2019', '2', '6', '5', '0.0'
'2019', '2', '6', '11', '2019', '2', '6', '6', '0.0'
'2019', '2', '6', '12', '2019', '2', '6', '7', '4086.54279'
'2019', '2', '6', '13', '2019', '2', '6', '8', '112901.48700199998'
'2019', '2', '6', '14', '2019', '2', '6', '9', '270408.31737500004'
'2019', '2', '6', '15', '2019', '2', '6', '10', '291283.774626'
'2019', '2', '6', '16', '2019', '2', '6', '11', '235316.8547500001'
'2019', '2', '6', '17', '2019', '2', '6', '12', '228658.28200000006'
'2019', '2', '6', '18', '2019', '2', '6', '13', '241688.73675000004'
'2019', '2', '6', '19', '2019', '2', '6', '14', '221448.42762500004'
'2019', '2', '6', '20', '2019', '2', '6', '15', '190283.901594'
'2019', '2', '6', '21', '2019', '2', '6', '16', '84471.70100200002'
'2019', '2', '6', '22', '2019', '2', '6', '17', '4862.064875'
'2019', '2', '6', '23', '2019', '2', '6', '18', '8082.5855'
'2019', '2', '7', '0', '2019', '2', '6', '19', '0.0'
'2019', '2', '7', '1', '2019', '2', '6', '20', '0.0'
'2019', '2', '7', '2', '2019', '2', '6', '21', '0.0'
'2019', '2', '7', '3', '2019', '2', '6', '22', '0.0'
'2019', '2', '7', '4', '2019', '2', '6', '23', '0.0'
'2019', '2', '7', '5', '2019', '2', '7', '0', '0.0'
'2019', '2', '7', '6', '2019', '2', '7', '1', '0.0'
'2019', '2', '7', '7', '2019', '2', '7', '2', '0.0'
'2019', '2', '7', '8', '2019', '2', '7', '3', '0.0'
'2019', '2', '7', '9', '2019', '2', '7', '4', '0.0'
'2019', '2', '7', '10', '2019', '2', '7', '5', '0.0'
'2019', '2', '7', '11', '2019', '2', '7', '6', '0.0'
'2019', '2', '7', '12', '2019', '2', '7', '7', '1305.084176'
'2019', '2', '7', '13', '2019', '2', '7', '8', '82518.03084500002'
'2019', '2', '7', '14', '2019', '2', '7', '9', '211018.23049999998'
'2019', '2', '7', '15', '2019', '2', '7', '10', '204844.734313'
'2019', '2', '7', '16', '2019', '2', '7', '11', '204108.44039000006'
'2019', '2', '7', '17', '2019', '2', '7', '12', '182959.47418899994'
'2019', '2', '7', '18', '2019', '2', '7', '13', '193021.38347000003'
'2019', '2', '7', '19', '2019', '2', '7', '14', '225023.221125'
'2019', '2', '7', '20', '2019', '2', '7', '15', '170430.45759500004'
'2019', '2', '7', '21', '2019', '2', '7', '16', '89096.56701899998'
'2019', '2', '7', '22', '2019', '2', '7', '17', '6119.917752'
'2019', '2', '7', '23', '2019', '2', '7', '18', '260.048908'
'2019', '2', '8', '0', '2019', '2', '7', '19', '0.0'
'2019', '2', '8', '1', '2019', '2', '7', '20', '0.0'
'2019', '2', '8', '2', '2019', '2', '7', '21', '0.0'
'2019', '2', '8', '3', '2019', '2', '7', '22', '0.0'
'2019', '2', '8', '4', '2019', '2', '7', '23', '0.0'
'2019', '2', '8', '5', '2019', '2', '8', '0', '0.0'
'2019', '2', '8', '6', '2019', '2', '8', '1', '0.0'
'2019', '2', '8', '7', '2019', '2', '8', '2', '0.0'
'2019', '2', '8', '8', '2019', '2', '8', '3', '0.0'
'2019', '2', '8', '9', '2019', '2', '8', '4', '0.0'
'2019', '2', '8', '10', '2019', '2', '8', '5', '0.0'
'2019', '2', '8', '11', '2019', '2', '8', '6', '0.0'
'2019', '2', '8', '12', '2019', '2', '8', '7', '2182.020168'
'2019', '2', '8', '13', '2019', '2', '8', '8', '66514.514207'
'2019', '2', '8', '14', '2019', '2', '8', '9', '174341.60918799997'
'2019', '2', '8', '15', '2019', '2', '8', '10', '158742.62401799994'
'2019', '2', '8', '16', '2019', '2', '8', '11', '173715.63356099997'
'2019', '2', '8', '17', '2019', '2', '8', '12', '180037.17818900017'
'2019', '2', '8', '18', '2019', '2', '8', '13', '177978.18725100008'
'2019', '2', '8', '19', '2019', '2', '8', '14', '183569.32596900006'
'2019', '2', '8', '20', '2019', '2', '8', '15', '151423.77181200002'
'2019', '2', '8', '21', '2019', '2', '8', '16', '57693.37421300002'
'2019', '2', '8', '22', '2019', '2', '8', '17', '2432.4165440000006'
'2019', '2', '8', '23', '2019', '2', '8', '18', '548.359752'
'2019', '2', '9', '0', '2019', '2', '8', '19', '0.0'
'2019', '2', '9', '1', '2019', '2', '8', '20', '0.0'
'2019', '2', '9', '2', '2019', '2', '8', '21', '0.0'
'2019', '2', '9', '3', '2019', '2', '8', '22', '0.0'
'2019', '2', '9', '4', '2019', '2', '8', '23', '0.0'
'2019', '2', '9', '5', '2019', '2', '9', '0', '0.0'
'2019', '2', '9', '6', '2019', '2', '9', '1', '0.0'
'2019', '2', '9', '7', '2019', '2', '9', '2', '0.0'
'2019', '2', '9', '8', '2019', '2', '9', '3', '0.0'
'2019', '2', '9', '9', '2019', '2', '9', '4', '0.0'
'2019', '2', '9', '10', '2019', '2', '9', '5', '0.0'
'2019', '2', '9', '11', '2019', '2', '9', '6', '0.0'
'2019', '2', '9', '12', '2019', '2', '9', '7', '5494.945452999999'
'2019', '2', '9', '13', '2019', '2', '9', '8', '66287.50722'
'2019', '2', '9', '14', '2019', '2', '9', '9', '148234.42643800005'
'2019', '2', '9', '15', '2019', '2', '9', '10', '155523.07218700007'
'2019', '2', '9', '16', '2019', '2', '9', '11', '150466.141875'
'2019', '2', '9', '17', '2019', '2', '9', '12', '132002.75087500003'
'2019', '2', '9', '18', '2019', '2', '9', '13', '172506.3345'
'2019', '2', '9', '19', '2019', '2', '9', '14', '143240.57775'
'2019', '2', '9', '20', '2019', '2', '9', '15', '101674.12168799996'
'2019', '2', '9', '21', '2019', '2', '9', '16', '59052.66453200001'
'2019', '2', '9', '22', '2019', '2', '9', '17', '21791.37875'
'2019', '2', '9', '23', '2019', '2', '9', '18', '10074.271'
'2019', '2', '10', '0', '2019', '2', '9', '19', '313.444032'
'2019', '2', '10', '1', '2019', '2', '9', '20', '0.0'
'2019', '2', '10', '2', '2019', '2', '9', '21', '0.0'
'2019', '2', '10', '3', '2019', '2', '9', '22', '0.0'
'2019', '2', '10', '4', '2019', '2', '9', '23', '0.0'
'2019', '2', '10', '5', '2019', '2', '10', '0', '0.0'
'2019', '2', '10', '6', '2019', '2', '10', '1', '0.0'
'2019', '2', '10', '7', '2019', '2', '10', '2', '0.0'
'2019', '2', '10', '8', '2019', '2', '10', '3', '0.0'
'2019', '2', '10', '9', '2019', '2', '10', '4', '0.0'
'2019', '2', '10', '10', '2019', '2', '10', '5', '0.0'
'2019', '2', '10', '11', '2019', '2', '10', '6', '0.0'
'2019', '2', '10', '12', '2019', '2', '10', '7', '6417.424079'
'2019', '2', '10', '13', '2019', '2', '10', '8', '103449.74642199998'
'2019', '2', '10', '14', '2019', '2', '10', '9', '196787.86975'
'2019', '2', '10', '15', '2019', '2', '10', '10', '200300.057375'
'2019', '2', '10', '16', '2019', '2', '10', '11', '219175.339625'
'2019', '2', '10', '17', '2019', '2', '10', '12', '203963.12368799996'
'2019', '2', '10', '18', '2019', '2', '10', '13', '183707.209502'
'2019', '2', '10', '19', '2019', '2', '10', '14', '169625.6805159999'
'2019', '2', '10', '20', '2019', '2', '10', '15', '158466.109939'
'2019', '2', '10', '21', '2019', '2', '10', '16', '105464.48833100003'
'2019', '2', '10', '22', '2019', '2', '10', '17', '9746.306105'
'2019', '2', '10', '23', '2019', '2', '10', '18', '687.0096239999999'
'2019', '2', '11', '0', '2019', '2', '10', '19', '0.0'
'2019', '2', '11', '1', '2019', '2', '10', '20', '0.0'
'2019', '2', '11', '2', '2019', '2', '10', '21', '0.0'
'2019', '2', '11', '3', '2019', '2', '10', '22', '0.0'
'2019', '2', '11', '4', '2019', '2', '10', '23', '0.0'
'2019', '2', '11', '5', '2019', '2', '11', '0', '0.0'
'2019', '2', '11', '6', '2019', '2', '11', '1', '0.0'
'2019', '2', '11', '7', '2019', '2', '11', '2', '0.0'
'2019', '2', '11', '8', '2019', '2', '11', '3', '0.0'
'2019', '2', '11', '9', '2019', '2', '11', '4', '0.0'
'2019', '2', '11', '10', '2019', '2', '11', '5', '0.0'
'2019', '2', '11', '11', '2019', '2', '11', '6', '0.0'
'2019', '2', '11', '12', '2019', '2', '11', '7', '10525.317562000002'
'2019', '2', '11', '13', '2019', '2', '11', '8', '173158.6805'
'2019', '2', '11', '14', '2019', '2', '11', '9', '307582.9845'
'2019', '2', '11', '15', '2019', '2', '11', '10', '312377.63141999993'
'2019', '2', '11', '16', '2019', '2', '11', '11', '284620.296124'
'2019', '2', '11', '17', '2019', '2', '11', '12', '298321.04799999995'
'2019', '2', '11', '18', '2019', '2', '11', '13', '308033.5015'
'2019', '2', '11', '19', '2019', '2', '11', '14', '338241.8112500001'
'2019', '2', '11', '20', '2019', '2', '11', '15', '362857.8334380001'
'2019', '2', '11', '21', '2019', '2', '11', '16', '183815.02524999995'
'2019', '2', '11', '22', '2019', '2', '11', '17', '25224.932438'
'2019', '2', '11', '23', '2019', '2', '11', '18', '220.12178'
'2019', '2', '12', '0', '2019', '2', '11', '19', '0.0'
'2019', '2', '12', '1', '2019', '2', '11', '20', '0.0'
'2019', '2', '12', '2', '2019', '2', '11', '21', '0.0'
'2019', '2', '12', '3', '2019', '2', '11', '22', '0.0'
'2019', '2', '12', '4', '2019', '2', '11', '23', '0.0'
'2019', '2', '12', '5', '2019', '2', '12', '0', '0.0'
'2019', '2', '12', '6', '2019', '2', '12', '1', '0.0'
'2019', '2', '12', '7', '2019', '2', '12', '2', '0.0'
'2019', '2', '12', '8', '2019', '2', '12', '3', '0.0'
'2019', '2', '12', '9', '2019', '2', '12', '4', '0.0'
'2019', '2', '12', '10', '2019', '2', '12', '5', '0.0'
'2019', '2', '12', '11', '2019', '2', '12', '6', '0.0'
'2019', '2', '12', '12', '2019', '2', '12', '7', '9276.861015'
'2019', '2', '12', '13', '2019', '2', '12', '8', '130831.20615699998'
'2019', '2', '12', '14', '2019', '2', '12', '9', '254892.76636'
'2019', '2', '12', '15', '2019', '2', '12', '10', '277718.67853100004'
'2019', '2', '12', '16', '2019', '2', '12', '11', '257802.819875'
'2019', '2', '12', '17', '2019', '2', '12', '12', '198560.730844'
'2019', '2', '12', '18', '2019', '2', '12', '13', '232490.86250099994'
'2019', '2', '12', '19', '2019', '2', '12', '14', '287925.2549070001'
'2019', '2', '12', '20', '2019', '2', '12', '15', '293471.95097100013'
'2019', '2', '12', '21', '2019', '2', '12', '16', '148807.61779899997'
'2019', '2', '12', '22', '2019', '2', '12', '17', '11803.910127000001'
'2019', '2', '12', '23', '2019', '2', '12', '18', '8.377868000000001'
'2019', '2', '13', '0', '2019', '2', '12', '19', '0.0'
'2019', '2', '13', '1', '2019', '2', '12', '20', '0.0'
'2019', '2', '13', '2', '2019', '2', '12', '21', '0.0'
'2019', '2', '13', '3', '2019', '2', '12', '22', '0.0'
'2019', '2', '13', '4', '2019', '2', '12', '23', '0.0'
'2019', '2', '13', '5', '2019', '2', '13', '0', '0.0'
'2019', '2', '13', '6', '2019', '2', '13', '1', '0.0'
'2019', '2', '13', '7', '2019', '2', '13', '2', '0.0'
'2019', '2', '13', '8', '2019', '2', '13', '3', '0.0'
'2019', '2', '13', '9', '2019', '2', '13', '4', '0.0'
'2019', '2', '13', '10', '2019', '2', '13', '5', '0.0'
'2019', '2', '13', '11', '2019', '2', '13', '6', '0.0'
'2019', '2', '13', '12', '2019', '2', '13', '7', '8083.323893000001'
'2019', '2', '13', '13', '2019', '2', '13', '8', '118230.581688'
'2019', '2', '13', '14', '2019', '2', '13', '9', '230820.1255'
'2019', '2', '13', '15', '2019', '2', '13', '10', '257411.84843599994'
'2019', '2', '13', '16', '2019', '2', '13', '11', '251680.39287599994'
'2019', '2', '13', '17', '2019', '2', '13', '12', '232044.90287700004'
'2019', '2', '13', '18', '2019', '2', '13', '13', '228816.329'
'2019', '2', '13', '19', '2019', '2', '13', '14', '225391.35625000004'
'2019', '2', '13', '20', '2019', '2', '13', '15', '193241.8329999999'
'2019', '2', '13', '21', '2019', '2', '13', '16', '112258.44280399996'
'2019', '2', '13', '22', '2019', '2', '13', '17', '18385.512969'
'2019', '2', '13', '23', '2019', '2', '13', '18', '6807.384'
'2019', '2', '14', '0', '2019', '2', '13', '19', '422.60228'
'2019', '2', '14', '1', '2019', '2', '13', '20', '0.0'
'2019', '2', '14', '2', '2019', '2', '13', '21', '0.0'
'2019', '2', '14', '3', '2019', '2', '13', '22', '0.0'
'2019', '2', '14', '4', '2019', '2', '13', '23', '0.0'
'2019', '2', '14', '5', '2019', '2', '14', '0', '0.0'
'2019', '2', '14', '6', '2019', '2', '14', '1', '0.0'
'2019', '2', '14', '7', '2019', '2', '14', '2', '0.0'
'2019', '2', '14', '8', '2019', '2', '14', '3', '0.0'
'2019', '2', '14', '9', '2019', '2', '14', '4', '0.0'
'2019', '2', '14', '10', '2019', '2', '14', '5', '0.0'
'2019', '2', '14', '11', '2019', '2', '14', '6', '0.0'
'2019', '2', '14', '12', '2019', '2', '14', '7', '601.4853349999998'
'2019', '2', '14', '13', '2019', '2', '14', '8', '55039.33303400001'
'2019', '2', '14', '14', '2019', '2', '14', '9', '116387.27351700001'
'2019', '2', '14', '15', '2019', '2', '14', '10', '175405.88375100002'
'2019', '2', '14', '16', '2019', '2', '14', '11', '188027.40769'
'2019', '2', '14', '17', '2019', '2', '14', '12', '177456.64243999997'
'2019', '2', '14', '18', '2019', '2', '14', '13', '190045.573625'
'2019', '2', '14', '19', '2019', '2', '14', '14', '187775.44937600003'
'2019', '2', '14', '20', '2019', '2', '14', '15', '183995.66965699996'
'2019', '2', '14', '21', '2019', '2', '14', '16', '78402.95258'
'2019', '2', '14', '22', '2019', '2', '14', '17', '29973.885344'
'2019', '2', '14', '23', '2019', '2', '14', '18', '13036.338'
'2019', '2', '15', '0', '2019', '2', '14', '19', '1549.853'
'2019', '2', '15', '1', '2019', '2', '14', '20', '0.0'
'2019', '2', '15', '2', '2019', '2', '14', '21', '0.0'
'2019', '2', '15', '3', '2019', '2', '14', '22', '0.0'
'2019', '2', '15', '4', '2019', '2', '14', '23', '0.0'
'2019', '2', '15', '5', '2019', '2', '15', '0', '0.0'
'2019', '2', '15', '6', '2019', '2', '15', '1', '0.0'
'2019', '2', '15', '7', '2019', '2', '15', '2', '0.0'
'2019', '2', '15', '8', '2019', '2', '15', '3', '0.0'
'2019', '2', '15', '9', '2019', '2', '15', '4', '0.0'
'2019', '2', '15', '10', '2019', '2', '15', '5', '0.0'
'2019', '2', '15', '11', '2019', '2', '15', '6', '0.0'
'2019', '2', '15', '12', '2019', '2', '15', '7', '5478.561009999999'
'2019', '2', '15', '13', '2019', '2', '15', '8', '98068.05431000004'
'2019', '2', '15', '14', '2019', '2', '15', '9', '140891.211947'
'2019', '2', '15', '15', '2019', '2', '15', '10', '187014.070117'
'2019', '2', '15', '16', '2019', '2', '15', '11', '199108.55950200005'
'2019', '2', '15', '17', '2019', '2', '15', '12', '155994.671875'
'2019', '2', '15', '18', '2019', '2', '15', '13', '188927.50475'
'2019', '2', '15', '19', '2019', '2', '15', '14', '157253.30840599997'
'2019', '2', '15', '20', '2019', '2', '15', '15', '131168.40569'
'2019', '2', '15', '21', '2019', '2', '15', '16', '51355.472863999996'
'2019', '2', '15', '22', '2019', '2', '15', '17', '22629.549922000002'
'2019', '2', '15', '23', '2019', '2', '15', '18', '12344.982'
'2019', '2', '16', '0', '2019', '2', '15', '19', '1688.790124'
'2019', '2', '16', '1', '2019', '2', '15', '20', '0.0'
'2019', '2', '16', '2', '2019', '2', '15', '21', '0.0'
'2019', '2', '16', '3', '2019', '2', '15', '22', '0.0'
'2019', '2', '16', '4', '2019', '2', '15', '23', '0.0'
'2019', '2', '16', '5', '2019', '2', '16', '0', '0.0'
'2019', '2', '16', '6', '2019', '2', '16', '1', '0.0'
'2019', '2', '16', '7', '2019', '2', '16', '2', '0.0'
'2019', '2', '16', '8', '2019', '2', '16', '3', '0.0'
'2019', '2', '16', '9', '2019', '2', '16', '4', '0.0'
'2019', '2', '16', '10', '2019', '2', '16', '5', '0.0'
'2019', '2', '16', '11', '2019', '2', '16', '6', '0.0'
'2019', '2', '16', '12', '2019', '2', '16', '7', '12932.341748'
'2019', '2', '16', '13', '2019', '2', '16', '8', '106989.213634'
'2019', '2', '16', '14', '2019', '2', '16', '9', '186141.86540700003'
'2019', '2', '16', '15', '2019', '2', '16', '10', '167932.89712500002'
'2019', '2', '16', '16', '2019', '2', '16', '11', '148660.10115700006'
'2019', '2', '16', '17', '2019', '2', '16', '12', '188084.41731300007'
'2019', '2', '16', '18', '2019', '2', '16', '13', '187173.9211259999'
'2019', '2', '16', '19', '2019', '2', '16', '14', '175240.058627'
'2019', '2', '16', '20', '2019', '2', '16', '15', '179232.55243899993'
'2019', '2', '16', '21', '2019', '2', '16', '16', '100970.511413'
'2019', '2', '16', '22', '2019', '2', '16', '17', '12249.590353000001'
'2019', '2', '16', '23', '2019', '2', '16', '18', '840.136752'
'2019', '2', '17', '0', '2019', '2', '16', '19', '18.15252'
'2019', '2', '17', '1', '2019', '2', '16', '20', '0.0'
'2019', '2', '17', '2', '2019', '2', '16', '21', '0.0'
'2019', '2', '17', '3', '2019', '2', '16', '22', '0.0'
'2019', '2', '17', '4', '2019', '2', '16', '23', '0.0'
'2019', '2', '17', '5', '2019', '2', '17', '0', '0.0'
'2019', '2', '17', '6', '2019', '2', '17', '1', '0.0'
'2019', '2', '17', '7', '2019', '2', '17', '2', '0.0'
'2019', '2', '17', '8', '2019', '2', '17', '3', '0.0'
'2019', '2', '17', '9', '2019', '2', '17', '4', '0.0'
'2019', '2', '17', '10', '2019', '2', '17', '5', '0.0'
'2019', '2', '17', '11', '2019', '2', '17', '6', '0.0'
'2019', '2', '17', '12', '2019', '2', '17', '7', '22944.553846'
'2019', '2', '17', '13', '2019', '2', '17', '8', '191255.95906300002'
'2019', '2', '17', '14', '2019', '2', '17', '9', '304751.93037499994'
'2019', '2', '17', '15', '2019', '2', '17', '10', '309620.95325'
'2019', '2', '17', '16', '2019', '2', '17', '11', '302486.318'
'2019', '2', '17', '17', '2019', '2', '17', '12', '295784.20075'
'2019', '2', '17', '18', '2019', '2', '17', '13', '299117.54975'
'2019', '2', '17', '19', '2019', '2', '17', '14', '318876.2061249998'
'2019', '2', '17', '20', '2019', '2', '17', '15', '298378.6421249999'
'2019', '2', '17', '21', '2019', '2', '17', '16', '187003.730094'
'2019', '2', '17', '22', '2019', '2', '17', '17', '40424.59089200001'
'2019', '2', '17', '23', '2019', '2', '17', '18', '7989.0645'
'2019', '2', '18', '0', '2019', '2', '17', '19', '1161.3016240000002'
'2019', '2', '18', '1', '2019', '2', '17', '20', '0.0'
'2019', '2', '18', '2', '2019', '2', '17', '21', '0.0'
'2019', '2', '18', '3', '2019', '2', '17', '22', '0.0'
'2019', '2', '18', '4', '2019', '2', '17', '23', '0.0'
'2019', '2', '18', '5', '2019', '2', '18', '0', '0.0'
'2019', '2', '18', '6', '2019', '2', '18', '1', '0.0'
'2019', '2', '18', '7', '2019', '2', '18', '2', '0.0'
'2019', '2', '18', '8', '2019', '2', '18', '3', '0.0'
'2019', '2', '18', '9', '2019', '2', '18', '4', '0.0'
'2019', '2', '18', '10', '2019', '2', '18', '5', '0.0'
'2019', '2', '18', '11', '2019', '2', '18', '6', '0.0'
'2019', '2', '18', '12', '2019', '2', '18', '7', '14097.624669999997'
'2019', '2', '18', '13', '2019', '2', '18', '8', '137173.32940600003'
'2019', '2', '18', '14', '2019', '2', '18', '9', '272877.388125'
'2019', '2', '18', '15', '2019', '2', '18', '10', '231433.14289200006'
'2019', '2', '18', '16', '2019', '2', '18', '11', '218245.3105000001'
'2019', '2', '18', '17', '2019', '2', '18', '12', '244538.37962600013'
'2019', '2', '18', '18', '2019', '2', '18', '13', '246640.21950000004'
'2019', '2', '18', '19', '2019', '2', '18', '14', '244437.10774999997'
'2019', '2', '18', '20', '2019', '2', '18', '15', '260867.7273750001'
'2019', '2', '18', '21', '2019', '2', '18', '16', '152349.203703'
'2019', '2', '18', '22', '2019', '2', '18', '17', '34732.567127'
'2019', '2', '18', '23', '2019', '2', '18', '18', '2523.646'
'2019', '2', '19', '0', '2019', '2', '18', '19', '387.60781199999997'
'2019', '2', '19', '1', '2019', '2', '18', '20', '0.0'
'2019', '2', '19', '2', '2019', '2', '18', '21', '0.0'
'2019', '2', '19', '3', '2019', '2', '18', '22', '0.0'
'2019', '2', '19', '4', '2019', '2', '18', '23', '0.0'
'2019', '2', '19', '5', '2019', '2', '19', '0', '0.0'
'2019', '2', '19', '6', '2019', '2', '19', '1', '0.0'
'2019', '2', '19', '7', '2019', '2', '19', '2', '0.0'
'2019', '2', '19', '8', '2019', '2', '19', '3', '0.0'
'2019', '2', '19', '9', '2019', '2', '19', '4', '0.0'
'2019', '2', '19', '10', '2019', '2', '19', '5', '0.0'
'2019', '2', '19', '11', '2019', '2', '19', '6', '0.0'
'2019', '2', '19', '12', '2019', '2', '19', '7', '10890.777739000003'
'2019', '2', '19', '13', '2019', '2', '19', '8', '98470.395189'
'2019', '2', '19', '14', '2019', '2', '19', '9', '151907.167'
'2019', '2', '19', '15', '2019', '2', '19', '10', '213563.54815600003'
'2019', '2', '19', '16', '2019', '2', '19', '11', '213613.83965800007'
'2019', '2', '19', '17', '2019', '2', '19', '12', '237560.46168800004'
'2019', '2', '19', '18', '2019', '2', '19', '13', '206811.05287700004'
'2019', '2', '19', '19', '2019', '2', '19', '14', '232376.4263759999'
'2019', '2', '19', '20', '2019', '2', '19', '15', '130071.72595700003'
'2019', '2', '19', '21', '2019', '2', '19', '16', '135229.31022'
'2019', '2', '19', '22', '2019', '2', '19', '17', '14938.051951'
