UTC_Year, UTC_Month, UTC_Day, UTC_Hour, Year, Month, Day, Hour, Load(MW)
'2020', '1', '10', '17', '2020', '1', '10', '13', '155.49195437587764'
'2020', '1', '10', '18', '2020', '1', '10', '14', '147.6220706518123'
'2020', '1', '10', '19', '2020', '1', '10', '15', '165.4039654318432'
'2020', '1', '10', '20', '2020', '1', '10', '16', '145.3526232913676'
'2020', '1', '10', '21', '2020', '1', '10', '17', '116.7703464947623'
'2020', '1', '10', '22', '2020', '1', '10', '18', '118.04302672318255'
'2020', '1', '10', '23', '2020', '1', '10', '19', '107.43735815301363'
'2020', '1', '11', '0', '2020', '1', '10', '20', '89.9380050122349'
'2020', '1', '11', '1', '2020', '1', '10', '21', '78.27176958504907'
'2020', '1', '11', '2', '2020', '1', '10', '22', '70.39706067169863'
'2020', '1', '11', '3', '2020', '1', '10', '23', '61.93903998698892'
'2020', '1', '11', '4', '2020', '1', '11', '0', '52.6060516452402'
'2020', '1', '11', '5', '2020', '1', '11', '1', '61.47912109034022'
'2020', '1', '11', '6', '2020', '1', '11', '2', '47.35624570300661'
'2020', '1', '11', '7', '2020', '1', '11', '3', '42.398095646452646'
'2020', '1', '11', '8', '2020', '1', '11', '4', '43.098069772083775'
'2020', '1', '11', '9', '2020', '1', '11', '5', '37.92603873269808'
'2020', '1', '11', '10', '2020', '1', '11', '6', '26.357021934072122'
'2020', '1', '11', '11', '2020', '1', '11', '7', '41.57615633226455'
'2020', '1', '11', '12', '2020', '1', '11', '8', '38.31491324693758'
'2020', '1', '11', '13', '2020', '1', '11', '9', '33.77122155424415'
'2020', '1', '11', '14', '2020', '1', '11', '10', '53.36536265795794'
'2020', '1', '11', '15', '2020', '1', '11', '11', '73.25893404993015'
'2020', '1', '11', '16', '2020', '1', '11', '12', '121.3072158275568'
'2020', '1', '11', '17', '2020', '1', '11', '13', '171.91153738107033'
'2020', '1', '11', '18', '2020', '1', '11', '14', '180.78881340144454'
'2020', '1', '11', '19', '2020', '1', '11', '15', '180.04845615318084'
'2020', '1', '11', '20', '2020', '1', '11', '16', '184.0765706581969'
'2020', '1', '11', '21', '2020', '1', '11', '17', '128.43658192194812'
'2020', '1', '11', '22', '2020', '1', '11', '18', '159.06044991831092'
'2020', '1', '11', '23', '2020', '1', '11', '19', '118.52028180884014'
'2020', '1', '12', '0', '2020', '1', '11', '20', '131.30939239589262'
'2020', '1', '12', '1', '2020', '1', '11', '21', '122.45763626551536'
'2020', '1', '12', '2', '2020', '1', '11', '22', '112.10385232388796'
'2020', '1', '12', '3', '2020', '1', '11', '23', '97.52105803990565'
'2020', '1', '12', '4', '2020', '1', '12', '0', '74.62607101405348'
'2020', '1', '12', '5', '2020', '1', '12', '1', '90.23938276077051'
'2020', '1', '12', '6', '2020', '1', '12', '2', '104.81245518189684'
'2020', '1', '12', '7', '2020', '1', '12', '3', '101.89589632510035'
'2020', '1', '12', '8', '2020', '1', '12', '4', '109.16646090382869'
'2020', '1', '12', '9', '2020', '1', '12', '5', '75.2093827854128'
'2020', '1', '12', '10', '2020', '1', '12', '6', '84.94915433613568'
'2020', '1', '12', '11', '2020', '1', '12', '7', '76.07577232816702'
'2020', '1', '12', '12', '2020', '1', '12', '8', '71.20472312434994'
'2020', '1', '12', '13', '2020', '1', '12', '9', '92.49560277896406'
'2020', '1', '12', '14', '2020', '1', '12', '10', '93.02955740043913'
'2020', '1', '12', '15', '2020', '1', '12', '11', '96.0263216257975'
'2020', '1', '12', '16', '2020', '1', '12', '12', '119.40465772025583'
'2020', '1', '12', '17', '2020', '1', '12', '13', '110.35391700981006'
'2020', '1', '12', '18', '2020', '1', '12', '14', '115.22843045208832'
'2020', '1', '12', '19', '2020', '1', '12', '15', '98.68768158262424'
'2020', '1', '12', '20', '2020', '1', '12', '16', '96.35443449718707'
'2020', '1', '12', '21', '2020', '1', '12', '17', '110.68202988119971'
'2020', '1', '12', '22', '2020', '1', '12', '18', '120.88998587998731'
'2020', '1', '12', '23', '2020', '1', '12', '19', '135.03124555926013'
'2020', '1', '13', '0', '2020', '1', '12', '20', '133.54055992134195'
'2020', '1', '13', '1', '2020', '1', '12', '21', '135.14466729257998'
'2020', '1', '13', '2', '2020', '1', '12', '22', '119.39524946587909'
'2020', '1', '13', '3', '2020', '1', '12', '23', '91.97959621199237'
'2020', '1', '13', '4', '2020', '1', '13', '0', '80.89667255616587'
'2020', '1', '13', '5', '2020', '1', '13', '1', '75.64686661393222'
'2020', '1', '13', '6', '2020', '1', '13', '2', '54.79347078783758'
'2020', '1', '13', '7', '2020', '1', '13', '3', '45.168826560409286'
'2020', '1', '13', '8', '2020', '1', '13', '4', '21.39887187751816'
'2020', '1', '13', '9', '2020', '1', '13', '5', '4.191174622419055'
'2020', '1', '13', '10', '2020', '1', '13', '6', '0.10799222290398802'
'2020', '1', '13', '11', '2020', '1', '13', '7', '2.0037554798216775'
'2020', '1', '13', '12', '2020', '1', '13', '8', '1.1287878227827548'
'2020', '1', '13', '13', '2020', '1', '13', '9', '1.1287878227827832'
'2020', '1', '13', '14', '2020', '1', '13', '10', '0.6913039942632793'
'2020', '1', '13', '15', '2020', '1', '13', '11', '0.0'
'2020', '1', '13', '16', '2020', '1', '13', '12', '0.0'
'2020', '1', '13', '17', '2020', '1', '13', '13', '0.0'
'2020', '1', '13', '18', '2020', '1', '13', '14', '0.0'
'2020', '1', '13', '19', '2020', '1', '13', '15', '0.0'
'2020', '1', '13', '20', '2020', '1', '13', '16', '0.0'
'2020', '1', '13', '21', '2020', '1', '13', '17', '0.0'
'2020', '1', '13', '22', '2020', '1', '13', '18', '0.910045908523017'
'2020', '1', '13', '23', '2020', '1', '13', '19', '2.173888079801477'
'2020', '1', '14', '0', '2020', '1', '13', '20', '3.549531673923809'
'2020', '1', '14', '1', '2020', '1', '13', '21', '1.4204437084624146'
'2020', '1', '14', '2', '2020', '1', '13', '22', '0.4239527657236124'
'2020', '1', '14', '3', '2020', '1', '13', '23', '0.0'
'2020', '1', '14', '4', '2020', '1', '14', '0', '0.0'
'2020', '1', '14', '5', '2020', '1', '14', '1', '0.2052108514638841'
'2020', '1', '14', '6', '2020', '1', '14', '2', '3.923823393879369'
'2020', '1', '14', '7', '2020', '1', '14', '3', '3.1412134339723137'
'2020', '1', '14', '8', '2020', '1', '14', '4', '5.722368022237163'
'2020', '1', '14', '9', '2020', '1', '14', '5', '5.758825007947124'
'2020', '1', '14', '10', '2020', '1', '14', '6', '11.438823381558223'
'2020', '1', '14', '11', '2020', '1', '14', '7', '22.176620905997204'
'2020', '1', '14', '12', '2020', '1', '14', '8', '32.67623279046443'
'2020', '1', '14', '13', '2020', '1', '14', '9', '41.969726064360636'
'2020', '1', '14', '14', '2020', '1', '14', '10', '48.11903801939952'
'2020', '1', '14', '15', '2020', '1', '14', '11', '32.62762347618451'
'2020', '1', '14', '16', '2020', '1', '14', '12', '24.023774848634957'
'2020', '1', '14', '17', '2020', '1', '14', '13', '17.315689478003094'
'2020', '1', '14', '18', '2020', '1', '14', '14', '13.08667913564824'
'2020', '1', '14', '19', '2020', '1', '14', '15', '13.815818849847327'
'2020', '1', '14', '20', '2020', '1', '14', '16', '12.357539421449133'
'2020', '1', '14', '21', '2020', '1', '14', '17', '10.99647862161072'
'2020', '1', '14', '22', '2020', '1', '14', '18', '6.232765822176532'
'2020', '1', '14', '23', '2020', '1', '14', '19', '0.6913039942633077'
'2020', '1', '15', '0', '2020', '1', '14', '20', '6.832280698295828'
'2020', '1', '15', '1', '2020', '1', '14', '21', '13.815818849847346'
'2020', '1', '15', '2', '2020', '1', '14', '22', '4.191174622419055'
'2020', '1', '15', '3', '2020', '1', '14', '23', '0.0'
'2020', '1', '15', '4', '2020', '1', '15', '0', '1.8579275369818902'
'2020', '1', '15', '5', '2020', '1', '15', '1', '7.221155212535355'
'2020', '1', '15', '6', '2020', '1', '15', '2', '15.503256474136732'
'2020', '1', '15', '7', '2020', '1', '15', '3', '23.148807191596006'
'2020', '1', '15', '8', '2020', '1', '15', '4', '27.863910676750304'
'2020', '1', '15', '9', '2020', '1', '15', '5', '27.83960601961033'
'2020', '1', '15', '10', '2020', '1', '15', '6', '34.361355685502396'
'2020', '1', '15', '11', '2020', '1', '15', '7', '32.56512578639602'
'2020', '1', '15', '12', '2020', '1', '15', '8', '30.1485484479075'
'2020', '1', '15', '13', '2020', '1', '15', '9', '25.540385454169108'
'2020', '1', '15', '14', '2020', '1', '15', '10', '22.107179028454432'
'2020', '1', '15', '15', '2020', '1', '15', '11', '12.649195307128764'
'2020', '1', '15', '16', '2020', '1', '15', '12', '6.232765822176532'
'2020', '1', '15', '17', '2020', '1', '15', '13', '3.6078628510597355'
'2020', '1', '15', '18', '2020', '1', '15', '14', '1.1287878227827832'
'2020', '1', '15', '19', '2020', '1', '15', '15', '17.784422151416816'
'2020', '1', '15', '20', '2020', '1', '15', '16', '60.556988801438756'
'2020', '1', '15', '21', '2020', '1', '15', '17', '77.10514604233049'
'2020', '1', '15', '22', '2020', '1', '15', '18', '49.9811486741234'
'2020', '1', '15', '23', '2020', '1', '15', '19', '60.480760558590646'
'2020', '1', '16', '0', '2020', '1', '15', '20', '70.11307994090527'
'2020', '1', '16', '1', '2020', '1', '15', '21', '83.66740347012251'
'2020', '1', '16', '2', '2020', '1', '15', '22', '83.10839635590317'
'2020', '1', '16', '3', '2020', '1', '15', '23', '44.43968684621012'
'2020', '1', '16', '4', '2020', '1', '16', '0', '18.190657135042045'
'2020', '1', '16', '5', '2020', '1', '16', '1', '11.482571764410181'
'2020', '1', '16', '6', '2020', '1', '16', '2', '3.316206965380104'
'2020', '1', '16', '7', '2020', '1', '16', '3', '5.066142279457949'
'2020', '1', '16', '8', '2020', '1', '16', '4', '3.6078628510597355'
'2020', '1', '16', '9', '2020', '1', '16', '5', '3.3648162796600047'
'2020', '1', '16', '10', '2020', '1', '16', '6', '3.4620349082199198'
'2020', '1', '16', '11', '2020', '1', '16', '7', '2.1495834226615216'
'2020', '1', '16', '12', '2020', '1', '16', '8', '0.9829598799429391'
'2020', '1', '16', '13', '2020', '1', '16', '9', '0.0'
'2020', '1', '16', '14', '2020', '1', '16', '10', '0.0'
'2020', '1', '16', '15', '2020', '1', '16', '11', '0.0'
'2020', '1', '16', '16', '2020', '1', '16', '12', '0.0'
'2020', '1', '16', '17', '2020', '1', '16', '13', '0.0'
'2020', '1', '16', '18', '2020', '1', '16', '14', '0.0'
'2020', '1', '16', '19', '2020', '1', '16', '15', '1.6027286370121914'
'2020', '1', '16', '20', '2020', '1', '16', '16', '11.836725339878317'
'2020', '1', '16', '21', '2020', '1', '16', '17', '30.731860219266796'
'2020', '1', '16', '22', '2020', '1', '16', '18', '61.61203187274202'
'2020', '1', '16', '23', '2020', '1', '16', '19', '111.84584904040213'
'2020', '1', '17', '0', '2020', '1', '16', '20', '167.85760535381098'
