HOUR,NB_LOAD,NB_DEMAND,ISO_NE,NMISA,QUEBEC,NOVA_SCOTIA,PEI
2013-06-01 00:00,1099,1129,499,-29,132,39,115
2013-06-01 01:00,1037,1057,499,-33,14,0,91
2013-06-01 02:00,989,1007,499,-27,11,0,90
2013-06-01 03:00,969,987,499,-27,11,0,62
2013-06-01 04:00,956,976,499,-28,11,0,59
2013-06-01 05:00,937,957,499,-24,12,0,55
2013-06-01 06:00,933,951,496,-20,13,0,68
2013-06-01 07:00,974,992,475,-15,-27,0,63
2013-06-01 08:00,1062,1084,499,-7,-12,35,77
2013-06-01 09:00,1158,1189,499,-2,-38,74,93
2013-06-01 10:00,1230,1261,499,4,-39,74,107
2013-06-01 11:00,1269,1304,499,4,-64,74,115
2013-06-01 12:00,1283,1315,499,5,-88,74,120
2013-06-01 13:00,1241,1272,499,-1,-63,74,123
2013-06-01 14:00,1249,1279,499,-3,-38,74,123
2013-06-01 15:00,1250,1281,499,-6,-13,74,115
2013-06-01 16:00,1180,1209,499,-4,10,74,107
2013-06-01 17:00,1182,1211,499,-3,-13,74,108
2013-06-01 18:00,1199,1229,499,-3,-38,74,107
2013-06-01 19:00,1185,1218,499,-1,9,74,103
2013-06-01 20:00,1189,1221,491,3,-7,74,99
2013-06-01 21:00,1160,1196,108,23,243,74,112
2013-06-01 22:00,1199,1238,121,24,219,74,121
2013-06-01 23:00,1181,1213,589,-9,-69,74,98
2013-06-02 00:00,1106,1135,657,-19,-78,74,105
2013-06-02 01:00,1045,1071,689,-31,-172,49,73
2013-06-02 02:00,998,1023,779,-28,-102,24,86
2013-06-02 03:00,987,1010,784,-43,-74,0,75
2013-06-02 04:00,985,1010,783,-44,19,0,77
2013-06-02 05:00,984,1009,783,-45,22,0,73
2013-06-02 06:00,988,1014,798,-45,20,0,53
2013-06-02 07:00,1002,1028,743,-38,-27,0,68
2013-06-02 08:00,1067,1093,663,-33,-51,1,78
2013-06-02 09:00,1165,1194,609,-22,-51,73,81
2013-06-02 10:00,1254,1285,607,-14,-53,74,101
