HOUR,NB_LOAD,NB_DEMAND,ISO_NE,NMISA,QUEBEC,NOVA_SCOTIA,PEI
2019-05-01 00:00,1418,1466,367,7,-717,49,27
2019-05-01 01:00,1367,1414,378,3,-782,83,25
2019-05-01 02:00,1367,1412,380,-1,-727,83,22
2019-05-01 03:00,1378,1418,301,-1,-626,74,8
2019-05-01 04:00,1393,1428,79,0,-466,98,-14
2019-05-01 05:00,1432,1470,74,0,-457,99,-16
2019-05-01 06:00,1521,1563,73,4,-574,99,-1
2019-05-01 07:00,1693,1748,46,9,-886,100,17
2019-05-01 08:00,1821,1879,-126,22,-886,106,17
2019-05-01 09:00,1776,1833,-126,31,-886,125,24
2019-05-01 10:00,1715,1771,37,33,-886,125,24
2019-05-01 11:00,1668,1726,184,33,-887,106,20
2019-05-01 12:00,1622,1680,185,33,-887,106,21
2019-05-01 13:00,1563,1620,223,32,-887,125,21
2019-05-01 14:00,1528,1582,242,36,-887,106,39
2019-05-01 15:00,1477,1531,274,36,-887,106,67
2019-05-01 16:00,1467,1524,295,36,-887,106,39
2019-05-01 17:00,1489,1547,280,36,-887,106,32
2019-05-01 18:00,1485,1542,306,36,-887,106,39
2019-05-01 19:00,1470,1529,343,35,-887,106,55
2019-05-01 20:00,1488,1548,304,34,-887,125,76
2019-05-01 21:00,1535,1595,261,35,-887,126,67
2019-05-01 22:00,1539,1599,240,39,-887,126,57
2019-05-01 23:00,1456,1512,300,32,-887,123,61
2019-05-02 00:00,1369,1421,479,25,-872,57,43
2019-05-02 01:00,1326,1371,361,20,-707,124,33
2019-05-02 02:00,1324,1373,303,14,-721,196,31
2019-05-02 03:00,1329,1380,249,14,-720,179,38
2019-05-02 04:00,1336,1379,14,15,-437,189,18
2019-05-02 05:00,1368,1413,-31,15,-447,179,74
2019-05-02 06:00,1437,1488,-28,18,-516,178,83
2019-05-02 07:00,1602,1673,114,28,-879,135,112
2019-05-02 08:00,1758,1835,-85,50,-887,148,156
2019-05-02 09:00,1682,1753,-150,61,-842,168,158
2019-05-02 10:00,1595,1660,-76,61,-842,168,156
2019-05-02 11:00,1542,1602,-29,61,-838,167,151
2019-05-02 12:00,1500,1556,23,59,-803,105,144
2019-05-02 13:00,1492,1551,49,57,-842,113,136
2019-05-02 14:00,1477,1534,3,56,-839,123,139
2019-05-02 15:00,1427,1484,26,56,-825,121,140
2019-05-02 16:00,1376,1432,-9,54,-891,123,143
2019-05-02 17:00,1362,1414,-3,54,-891,123,158
2019-05-02 18:00,1343,1396,63,54,-850,123,156
2019-05-02 19:00,1336,1392,203,50,-848,104,159
2019-05-02 20:00,1369,1429,201,50,-829,123,162
2019-05-02 21:00,1429,1491,158,51,-829,123,163
2019-05-02 22:00,1474,1537,141,52,-829,123,163
2019-05-02 23:00,1418,1477,207,45,-829,103,159
2019-05-03 00:00,1346,1400,273,39,-829,79,140
2019-05-03 01:00,1286,1335,228,32,-803,79,132
2019-05-03 02:00,1286,1334,208,31,-771,79,122
2019-05-03 03:00,1291,1341,281,28,-766,80,119
2019-05-03 04:00,1309,1359,196,27,-708,137,120
2019-05-03 05:00,1357,1412,185,27,-667,138,128
2019-05-03 06:00,1425,1492,272,28,-813,139,137
2019-05-03 07:00,1572,1643,52,34,-851,153,154
2019-05-03 08:00,1698,1771,-153,45,-869,164,165
2019-05-03 09:00,1689,1760,-168,54,-869,180,154
2019-05-03 10:00,1627,1698,-74,58,-869,192,156
2019-05-03 11:00,1577,1646,-17,59,-869,184,150
2019-05-03 12:00,1544,1612,6,58,-856,183,150
2019-05-03 13:00,1485,1546,-49,55,-706,173,152
2019-05-03 14:00,1471,1527,-14,54,-674,130,156
2019-05-03 15:00,1431,1486,29,53,-674,129,156
2019-05-03 16:00,1414,1469,62,52,-674,172,155
2019-05-03 17:00,1412,1466,102,51,-674,131,154
2019-05-03 18:00,1419,1475,166,50,-858,148,149
2019-05-03 19:00,1400,1456,253,47,-858,129,138
2019-05-03 20:00,1359,1415,257,45,-858,129,135
2019-05-03 21:00,1409,1470,275,45,-858,136,116
2019-05-03 22:00,1422,1483,282,44,-858,129,125
2019-05-03 23:00,1356,1412,344,39,-857,147,106
2019-05-04 00:00,1286,1335,454,31,-821,99,98
2019-05-04 01:00,1229,1268,349,29,-646,78,56
2019-05-04 02:00,1213,1251,369,25,-651,77,19
2019-05-04 03:00,1209,1250,361,25,-621,77,66
2019-05-04 04:00,1206,1242,216,24,-505,77,48
2019-05-04 05:00,1218,1255,212,26,-504,78,71
2019-05-04 06:00,1251,1287,61,28,-427,97,93
2019-05-04 07:00,1315,1368,325,30,-771,100,97
2019-05-04 08:00,1417,1481,228,35,-868,172,132
2019-05-04 09:00,1494,1562,144,42,-869,174,149
2019-05-04 10:00,1528,1599,105,50,-869,174,157
2019-05-04 11:00,1538,1609,56,53,-869,190,168
2019-05-04 12:00,1517,1586,62,52,-869,190,169
2019-05-04 13:00,1475,1541,-12,51,-869,198,160
2019-05-04 14:00,1435,1498,9,49,-868,198,154
2019-05-04 15:00,1393,1454,43,47,-849,198,150
2019-05-04 16:00,1357,1415,-6,45,-848,198,155
2019-05-04 17:00,1364,1424,13,43,-848,198,156
2019-05-04 18:00,1375,1436,13,46,-849,198,164
2019-05-04 19:00,1340,1402,57,46,-849,198,162
2019-05-04 20:00,1313,1375,85,44,-830,198,163
2019-05-04 21:00,1335,1397,163,43,-829,198,162
2019-05-04 22:00,1361,1424,178,42,-829,198,153
2019-05-04 23:00,1323,1386,271,40,-829,197,137
2019-05-05 00:00,1264,1315,249,32,-668,123,109
2019-05-05 01:00,1218,1263,327,24,-563,78,107
2019-05-05 02:00,1202,1244,235,17,-459,77,109
2019-05-05 03:00,1197,1234,-1,17,-207,77,103
2019-05-05 04:00,1248,1287,30,14,-263,77,108
2019-05-05 05:00,1268,1308,-1,15,-291,79,121
2019-05-05 06:00,1287,1329,2,16,-347,127,133
2019-05-05 07:00,1334,1381,-42,18,-330,173,133
2019-05-05 08:00,1386,1440,-47,26,-489,209,140
2019-05-05 09:00,1425,1482,-46,33,-587,204,152
2019-05-05 10:00,1441,1502,11,43,-733,204,155
2019-05-05 11:00,1422,1494,205,49,-888,204,153
2019-05-05 12:00,1389,1459,244,49,-869,213,154
2019-05-05 13:00,1358,1423,133,48,-869,204,148
2019-05-05 14:00,1311,1373,151,47,-867,223,143
2019-05-05 15:00,1268,1328,187,45,-849,203,142
2019-05-05 16:00,1261,1316,132,45,-848,174,144
2019-05-05 17:00,1291,1348,142,45,-848,174,150
2019-05-05 18:00,1300,1356,111,47,-848,193,150
2019-05-05 19:00,1296,1351,137,47,-848,194,144
2019-05-05 20:00,1312,1372,237,47,-829,193,137
2019-05-05 21:00,1339,1403,344,49,-829,173,136
2019-05-05 22:00,1352,1416,450,52,-829,142,115
2019-05-05 23:00,1263,1320,523,43,-826,148,97
2019-05-06 00:00,1170,1220,544,36,-785,147,53
2019-05-06 01:00,1117,1165,547,27,-678,128,53
2019-05-06 02:00,1095,1128,81,23,-207,128,49
2019-05-06 03:00,1102,1136,68,18,-213,147,62
2019-05-06 04:00,1125,1159,62,18,-231,148,68
2019-05-06 05:00,1165,1201,59,16,-227,147,76
2019-05-06 06:00,1236,1276,57,19,-308,129,89
2019-05-06 07:00,1399,1448,-18,21,-515,154,116
2019-05-06 08:00,1570,1644,126,36,-869,202,137
2019-05-06 09:00,1587,1661,73,51,-869,204,148
2019-05-06 10:00,1553,1628,101,55,-869,193,162
2019-05-06 11:00,1517,1589,123,59,-869,194,165
2019-05-06 12:00,1489,1559,104,59,-867,203,162
2019-05-06 13:00,1447,1514,121,57,-849,204,158
2019-05-06 14:00,1423,1490,178,56,-849,204,153
2019-05-06 15:00,1387,1454,218,53,-843,204,142
2019-05-06 16:00,1372,1435,135,51,-786,223,145
2019-05-06 17:00,1391,1460,207,51,-829,223,150
2019-05-06 18:00,1378,1446,210,51,-829,204,151
2019-05-06 19:00,1364,1434,283,47,-829,204,152
2019-05-06 20:00,1349,1418,293,48,-829,204,158
2019-05-06 21:00,1381,1450,246,49,-829,204,154
2019-05-06 22:00,1393,1462,276,50,-829,204,148
2019-05-06 23:00,1305,1363,227,45,-741,227,133
2019-05-07 00:00,1209,1264,436,28,-740,173,103
2019-05-07 01:00,1128,1165,37,18,-184,118,100
2019-05-07 02:00,1120,1157,-46,11,-161,210,83
2019-05-07 03:00,1132,1167,-31,10,-157,193,77
2019-05-07 04:00,1157,1194,-19,9,-164,212,73
2019-05-07 05:00,1192,1232,-23,10,-193,195,73
2019-05-07 06:00,1256,1300,-102,12,-283,265,83
2019-05-07 07:00,1402,1452,-132,19,-451,228,129
2019-05-07 08:00,1552,1627,195,34,-849,186,149
2019-05-07 09:00,1535,1610,193,43,-869,180,155
2019-05-07 10:00,1487,1562,258,46,-868,182,162
2019-05-07 11:00,1463,1537,264,43,-861,187,163
2019-05-07 12:00,1458,1528,284,45,-867,188,160
2019-05-07 13:00,1432,1498,270,48,-855,211,149
2019-05-07 14:00,1425,1481,90,48,-835,198,125
2019-05-07 15:00,1407,1463,241,46,-791,198,110
2019-05-07 16:00,1419,1478,292,45,-800,197,98
2019-05-07 17:00,1463,1528,380,45,-849,165,88
2019-05-07 18:00,1477,1546,400,42,-849,156,100
2019-05-07 19:00,1485,1555,373,38,-849,153,115
2019-05-07 20:00,1474,1543,357,36,-848,152,139
2019-05-07 21:00,1463,1531,322,36,-824,152,124
2019-05-07 22:00,1439,1507,399,36,-823,152,126
2019-05-07 23:00,1353,1417,486,34,-775,151,89
2019-05-08 00:00,1243,1282,61,22,-222,98,88
2019-05-08 01:00,1183,1222,260,17,-329,78,47
2019-05-08 02:00,1167,1200,92,-2,-72,77,34
