HOUR,NB_LOAD,NB_DEMAND,ISO_NE,NMISA,QUEBEC,NOVA_SCOTIA,PEI
2019-02-01 00:00,2315,2391,806,1,-882,74,44
2019-02-01 01:00,2260,2321,591,1,-658,46,42
2019-02-01 02:00,2272,2345,726,-4,-929,110,50
2019-02-01 03:00,2287,2363,638,-1,-930,200,37
2019-02-01 04:00,2311,2390,587,-1,-930,245,77
2019-02-01 05:00,2353,2434,585,0,-930,246,61
2019-02-01 06:00,2436,2521,585,3,-933,244,13
2019-02-01 07:00,2625,2719,638,8,-977,187,101
2019-02-01 08:00,2807,2912,439,7,-977,183,114
2019-02-01 09:00,2784,2882,605,9,-982,62,132
2019-02-01 10:00,2667,2760,650,10,-1028,17,132
2019-02-01 11:00,2567,2654,608,9,-978,16,119
2019-02-01 12:00,2507,2592,610,9,-982,35,105
2019-02-01 13:00,2430,2514,649,14,-1023,16,92
2019-02-01 14:00,2370,2451,619,13,-979,0,77
2019-02-01 15:00,2313,2392,636,12,-999,0,75
2019-02-01 16:00,2316,2394,616,11,-979,0,85
2019-02-01 17:00,2382,2462,615,11,-978,0,83
2019-02-01 18:00,2477,2562,624,11,-982,0,98
2019-02-01 19:00,2515,2602,678,25,-1023,0,111
2019-02-01 20:00,2496,2580,634,24,-977,0,109
2019-02-01 21:00,2462,2545,633,20,-977,0,102
2019-02-01 22:00,2410,2492,634,14,-977,0,74
2019-02-01 23:00,2340,2420,705,16,-970,43,60
2019-02-02 00:00,2271,2345,865,12,-884,0,51
2019-02-02 01:00,2216,2278,611,8,-660,0,60
2019-02-02 02:00,2216,2294,788,-12,-978,34,47
2019-02-02 03:00,2212,2290,696,-9,-979,35,54
2019-02-02 04:00,2232,2311,638,-8,-979,35,67
2019-02-02 05:00,2259,2339,583,-1,-978,49,58
2019-02-02 06:00,2315,2396,582,7,-977,51,69
2019-02-02 07:00,2402,2487,600,10,-977,103,99
2019-02-02 08:00,2513,2601,620,14,-998,104,106
2019-02-02 09:00,2573,2663,667,18,-1000,104,122
2019-02-02 10:00,2532,2621,682,20,-1018,102,123
2019-02-02 11:00,2505,2591,780,22,-1017,2,129
2019-02-02 12:00,2503,2594,789,27,-998,0,87
