HOUR,NB_LOAD,NB_DEMAND,ISO_NE,NMISA,QUEBEC,NOVA_SCOTIA,PEI
2019-10-01 00:00,1176,1215,472,69,-651,198,113
2019-10-01 01:00,1112,1142,332,69,-353,177,107
2019-10-01 02:00,1087,1123,419,63,-657,225,108
2019-10-01 03:00,1080,1114,334,64,-568,226,94
2019-10-01 04:00,1079,1112,332,63,-585,226,86
2019-10-01 05:00,1100,1136,335,63,-628,227,93
2019-10-01 06:00,1145,1185,331,65,-702,224,113
2019-10-01 07:00,1309,1358,292,74,-702,177,124
2019-10-01 08:00,1478,1539,280,75,NA,223,158
2019-10-01 09:00,1491,1550,274,79,NA,189,170
2019-10-01 10:00,1475,1534,277,78,NA,205,172
2019-10-01 11:00,1461,1515,264,76,NA,147,174
2019-10-01 12:00,1445,1498,263,76,NA,142,177
2019-10-01 13:00,1405,1455,276,64,NA,146,172
2019-10-01 14:00,1389,1439,278,64,NA,151,167
2019-10-01 15:00,1380,1429,304,69,NA,158,161
2019-10-01 16:00,1389,1438,329,65,NA,145,174
2019-10-01 17:00,1443,1497,316,64,NA,151,168
2019-10-01 18:00,1458,1514,350,62,NA,146,173
2019-10-01 19:00,1460,1519,454,62,NA,136,173
2019-10-01 20:00,1472,1532,484,63,NA,145,163
2019-10-01 21:00,1448,1505,571,57,NA,141,156
2019-10-01 22:00,1377,1435,629,44,NA,172,122
2019-10-01 23:00,1267,1310,513,37,-524,173,79
2019-10-02 00:00,1173,1208,582,35,-552,124,107
2019-10-02 01:00,1104,1138,752,33,-552,50,48
2019-10-02 02:00,1079,1111,749,49,NA,9,28
2019-10-02 03:00,1060,1095,755,48,NA,9,42
2019-10-02 04:00,1047,1080,717,46,NA,9,83
2019-10-02 05:00,1056,1091,761,39,NA,9,91
2019-10-02 06:00,1096,1132,714,42,NA,49,87
2019-10-02 07:00,1252,1295,720,45,NA,64,59
2019-10-02 08:00,1413,1467,754,42,NA,148,61
2019-10-02 09:00,1426,1479,717,44,NA,150,79
2019-10-02 10:00,1426,1472,475,49,NA,193,65
2019-10-02 11:00,1438,1479,290,64,-449,195,58
2019-10-02 12:00,1451,1493,271,66,-450,199,53
2019-10-02 13:00,1425,1465,262,71,-450,200,64
2019-10-02 14:00,1416,1456,269,70,-449,200,45
2019-10-02 15:00,1395,1434,256,69,-449,200,44
2019-10-02 16:00,1393,1432,262,69,-447,199,51
2019-10-02 17:00,1437,1491,561,67,-427,180,37
2019-10-02 18:00,1445,1500,681,66,NA,179,30
2019-10-02 19:00,1454,1513,755,64,NA,179,40
2019-10-02 20:00,1500,1563,755,67,NA,179,63
2019-10-02 21:00,1483,1545,729,66,NA,179,69
2019-10-02 22:00,1413,1470,710,61,NA,179,61
2019-10-02 23:00,1319,1371,730,54,NA,149,45
2019-10-03 00:00,1225,1269,727,52,NA,102,35
2019-10-03 01:00,1160,1199,680,43,NA,148,4
2019-10-03 02:00,1150,1193,756,31,NA,151,-13
2019-10-03 03:00,1149,1190,695,37,NA,170,-5
2019-10-03 04:00,1159,1200,696,35,NA,170,-4
2019-10-03 05:00,1191,1234,717,37,NA,151,-17
2019-10-03 06:00,1255,1303,718,41,NA,152,-11
2019-10-03 07:00,1426,1482,720,48,NA,102,-2
2019-10-03 08:00,1603,1664,586,51,NA,148,21
2019-10-03 09:00,1582,1642,504,48,NA,149,52
2019-10-03 10:00,1511,1568,539,49,NA,149,46
2019-10-03 11:00,1465,1521,527,56,NA,151,42
2019-10-03 12:00,1432,1488,533,71,NA,198,56
2019-10-03 13:00,1380,1434,552,71,NA,200,49
2019-10-03 14:00,1360,1414,569,72,NA,200,41
2019-10-03 15:00,1319,1376,553,72,NA,227,73
2019-10-03 16:00,1322,1379,533,74,NA,204,116
2019-10-03 17:00,1363,1422,449,74,NA,180,127
2019-10-03 18:00,1366,1425,398,75,NA,168,141
2019-10-03 19:00,1375,1433,411,71,NA,167,142
2019-10-03 20:00,1410,1469,410,77,NA,160,149
2019-10-03 21:00,1360,1417,408,79,NA,138,148
2019-10-03 22:00,1311,1364,464,74,NA,154,134
2019-10-03 23:00,1262,1312,497,79,NA,171,127
2019-10-04 00:00,1223,1271,524,77,-747,203,109
2019-10-04 01:00,1167,1202,373,71,-434,211,102
2019-10-04 02:00,1152,1198,431,73,-545,222,92
2019-10-04 03:00,1152,1193,390,72,NA,217,97
2019-10-04 04:00,1157,1199,391,72,NA,217,98
2019-10-04 05:00,1177,1219,389,72,NA,200,115
2019-10-04 06:00,1222,1268,378,74,NA,190,125
2019-10-04 07:00,1389,1444,320,80,NA,177,138
2019-10-04 08:00,1564,1626,263,84,NA,161,155
2019-10-04 09:00,1585,1646,282,87,NA,144,166
2019-10-04 10:00,1553,1615,347,89,NA,161,148
2019-10-04 11:00,1535,1597,361,89,NA,155,155
2019-10-04 12:00,1512,1571,271,92,NA,144,166
2019-10-04 13:00,1475,1530,278,89,NA,140,169
2019-10-04 14:00,1471,1527,304,70,NA,153,164
2019-10-04 15:00,1452,1506,317,64,NA,163,149
2019-10-04 16:00,1445,1499,335,62,NA,188,126
2019-10-04 17:00,1458,1513,351,51,NA,175,132
2019-10-04 18:00,1437,1491,510,51,-760,200,107
2019-10-04 19:00,1428,1485,608,52,-760,214,94
2019-10-04 20:00,1453,1510,610,57,-786,200,87
2019-10-04 21:00,1434,1489,631,53,-786,199,106
2019-10-04 22:00,1383,1430,529,51,-740,175,60
2019-10-04 23:00,1272,1310,512,47,-713,149,20
2019-10-05 00:00,1188,1215,396,39,-514,100,20
2019-10-05 01:00,1129,1157,553,33,-551,78,-10
2019-10-05 02:00,1134,1159,622,27,-560,10,-32
2019-10-05 03:00,1191,1216,621,27,-556,9,-28
2019-10-05 04:00,1201,1230,620,31,-540,9,-28
2019-10-05 05:00,1213,1244,622,37,-592,9,-28
2019-10-05 06:00,1251,1285,581,41,-618,53,-26
2019-10-05 07:00,1328,1369,587,44,-750,102,-25
2019-10-05 08:00,1427,1475,594,41,-760,152,-5
2019-10-05 09:00,1491,1543,563,45,NA,178,12
2019-10-05 10:00,1496,1546,566,49,-760,179,16
2019-10-05 11:00,1474,1528,563,50,-760,179,22
2019-10-05 12:00,1443,1491,398,49,-771,179,36
2019-10-05 13:00,1405,1453,372,55,-771,209,58
2019-10-05 14:00,1351,1397,379,44,-768,209,53
